Model,Refrigerant,Frequency / Rotation,HP,Power Supply,Application,Standard Condition,Tested Conditions,Capacity,Efficiency,Displacement,Motor Type,Starting Torque 
NEU6217U,R-290,60 Hz,3/4,115-127 V 60 Hz,MBP,EN12900,MBP,1222,1.90,14.28 cm³,CSCR,HST
NEU6220GK,R-404A,60 Hz,3/4,115-127 V 60 Hz,MBP,ASHRAE,MBP,1507,1.51,14.28 cm³,CSCR,HST
NEU6220GK,R-404A,60 Hz,3/4,115-127 V 60 Hz,MBP,EN12900,MBP,1327,1.54,14.28 cm³,CSCR,HST
NEU6220GK,R-404A,60 Hz,3/4,115-127 V 60 Hz,MBP,ARI 540,MBP,1309,1.39,14.28 cm³,CSCR,HST
NJ2192GJ,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,1379,1.26,26.11 cm³,CSCR,HST
NJ2192GJ,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,1171,1.23,26.11 cm³,CSCR,HST
NJ2192GJ,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,LBP,ARI 540,LBP,1061,1.00,26.11 cm³,CSCR,HST
NJ2192GJ,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,903,0.99,26.11 cm³,CSCR,HST
NJ2192GJ,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,LBP,EN12900,LBP,731,1.04,26.11 cm³,CSCR,HST
NJ2192GJ,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,EN12900,LBP,643,1.03,26.11 cm³,CSCR,HST
NJ2212GJ,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ASHRAE,LBP,1778,1.30,34.38 cm³,CSCR,HST
NJ2212GJ,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,1526,1.32,34.38 cm³,CSCR,HST
NJ2212GJ,R-404A,60 Hz,1 1/2,208-230 V 60 Hz,LBP,ARI 540,LBP,1376,1.00,34.38 cm³,CSCR,HST
NJ2212GJ,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,1182,1.05,34.38 cm³,CSCR,HST
NJ2212GJ,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,EN12900,LBP,834,1.09,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,60 Hz,1/3,115 V 60 Hz,LBP,ASHRAE,LBP,1555,1.20,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ASHRAE,LBP,1526,1.32,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,60 Hz,1/3,115 V 60 Hz,LBP,ARI 540,LBP,1214,0.95,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,ARI 540,LBP,1182,1.05,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,50 Hz,1 1/2,220-240 V 50 Hz,LBP,EN12900,LBP,834,1.09,34.38 cm³,CSCR,HST
NJ2212GK,R-404A,60 Hz,1/3,115 V 60 Hz,LBP,EN12900,LBP,832,1.00,34.38 cm³,CSCR,HST
NJ6220Z,R-134a,60 Hz,1,115 V 60 Hz,HBP,ASHRAE,HBP,2999,2.42,26.11 cm³,CSIR,HST
NJ6220Z,R-134a,60 Hz,1,115 V 60 Hz,HBP,ARI 540,HBP,2671,2.17,26.11 cm³,CSIR,HST
NJ6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ASHRAE,HBP,2649,2.21,26.11 cm³,CSIR,HST
NJ6220Z,R-134a,60 Hz,1,115 V 60 Hz,HBP,EN12900,HBP,2604,2.28,26.11 cm³,CSIR,HST
NJ6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,ARI 540,HBP,2359,1.99,26.11 cm³,CSIR,HST
NJ6220Z,R-134a,60 Hz,1,208-230 V 60 Hz,HBP,EN12900,HBP,2327,2.10,26.11 cm³,CSIR,HST
NJ6226Z,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,ASHRAE,HBP,3724,2.31,34.38 cm³,CSCR,HST
NJ6226Z,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,ARI 540,HBP,3316,2.07,34.38 cm³,CSCR,HST
NJ6226Z,R-134a,60 Hz,1 1/4,208-230 V 60 Hz,HBP,EN12900,HBP,3203,2.22,34.38 cm³,CSCR,HST
NJ6226Z,R-134a,50 Hz,1 1/4,220-240 V 50 Hz,HBP,ASHRAE,HBP,2973,2.41,34.38 cm³,CSCR,HST
NJ6226Z,R-134a,50 Hz,1 1/4,220-240 V 50 Hz,HBP,ARI 540,HBP,2606,2.10,34.38 cm³,CSCR,HST
NJ6226Z,R-134a,50 Hz,1 1/4,220-240 V 50 Hz,HBP,EN12900,HBP,2597,2.24,34.38 cm³,CSCR,HST
NJ9226GK,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,ASHRAE,MBP,2121,1.64,21.71 cm³,CSCR,HST
NJ9226GK,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,EN12900,MBP,1944,1.71,21.71 cm³,CSCR,HST
NJ9226GK,R-404A,60 Hz,1,208-230 V 60 Hz 1~,MBP,ARI 540,MBP,1902,1.55,21.71 cm³,CSCR,HST
NJ9226GK,R-404A,50 Hz,1,230 V 50 Hz,MBP,ASHRAE,MBP,1861,1.79,21.71 cm³,CSCR,HST
NJ9226GK,R-404A,50 Hz,1,230 V 50 Hz,MBP,EN12900,MBP,1648,1.70,21.71 cm³,CSCR,HST
NJ9226GK,R-404A,50 Hz,1,230 V 50 Hz,MBP,ARI 540,MBP,1620,1.55,21.71 cm³,CSCR,HST
NJ9232GK,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,MBP,ASHRAE,MBP,2427,1.56,26.11 cm³,CSCR,HST
NJ9232GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,MBP,ASHRAE,MBP,2284,1.86,26.11 cm³,CSCR,HST
NJ9232GK,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,MBP,EN12900,MBP,2238,1.61,26.11 cm³,CSCR,HST
NJ9232GK,R-404A,60 Hz,1 1/4,208-230 V 60 Hz,MBP,ARI 540,MBP,2183,1.47,26.11 cm³,CSCR,HST
NJ9232GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,MBP,EN12900,MBP,1908,1.63,26.11 cm³,CSCR,HST
NJ9232GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,MBP,ARI 540,MBP,1873,1.51,26.11 cm³,CSCR,HST
NJ9238GK,R-404A,50 Hz,1 1/2,230 V 50 Hz,MBP,ASHRAE,MBP,2721,1.62,32.67 cm³,CSCR,HST
NJ9238GK,R-404A,50 Hz,1 1/2,230 V 50 Hz,MBP,EN12900,MBP,2428,1.60,32.67 cm³,CSCR,HST
NJ9238GK,R-404A,50 Hz,1 1/2,230 V 50 Hz,MBP,ARI 540,MBP,2364,1.44,32.67 cm³,CSCR,HST
NJX6250GK,R-404A,60 Hz,2,208-230 V 60 Hz 1~,MBP,ASHRAE,HBP,6743,2.13,37.88 cm³,CSCR,LST/HST
NT2160U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,821,1.33,17.39 cm³,CSIR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,700,1.44,17.39 cm³,CSCR,HST
NT2160U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ARI 540,LBP,693,1.16,17.39 cm³,CSIR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,692,1.32,17.39 cm³,CSIR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,ARI 540,LBP,596,1.24,17.39 cm³,CSCR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,ARI 540,LBP,589,1.16,17.39 cm³,CSIR,HST
NT2160U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,EN12900,LBP,495,1.14,17.39 cm³,CSIR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,EN12900,LBP,411,1.20,17.39 cm³,CSCR,HST
NT2160U,R-290,50 Hz,3/4,220-240 V 50 Hz,LBP,EN12900,LBP,408,1.14,17.39 cm³,CSIR,HST
NT2160UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,ASHRAE,LBP,743,1.26,17.39 cm³,CSCR,HST
NT2160UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,ARI 540,LBP,629,1.09,17.39 cm³,CSCR,HST
NT2160UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,EN12900,LBP,447,1.06,17.39 cm³,CSCR,HST
NT2168GK,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,756,1.25,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,653,1.34,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,642,1.28,14.5 cm³,CSIR,HST
NT2168GK,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,ARI 540,LBP,584,0.99,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,502,1.06,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,493,1.01,14.5 cm³,CSIR,HST
NT2168GK,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,EN12900,LBP,405,1.01,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,367,1.09,14.5 cm³,CSCR,HST
NT2168GK,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,345,1.04,14.5 cm³,CSIR,HST
NT2168GKV,R-404A,60 Hz,3/4,115 V 60 Hz,LBP,ASHRAE,LBP,775,1.27,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,756,1.25,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,653,1.34,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,60 Hz,3/4,115 V 60 Hz,LBP,ARI 540,LBP,599,1.00,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,ARI 540,LBP,584,0.99,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,502,1.06,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,60 Hz,3/4,115 V 60 Hz,LBP,EN12900,LBP,422,1.02,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,60 Hz,3/4,208-230 V 60 Hz,LBP,EN12900,LBP,405,1.01,14.5 cm³,CSCR,HST
NT2168GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,367,1.09,14.5 cm³,CSCR,HST
NT2170U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,913,1.30,20.44 cm³,CSIR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,831,1.44,20.44 cm³,CSCR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,812,1.30,20.44 cm³,CSIR,HST
NT2170U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ARI 540,LBP,773,1.13,20.44 cm³,CSIR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,706,1.25,20.44 cm³,CSCR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,692,1.13,20.44 cm³,CSIR,HST
NT2170U,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,EN12900,LBP,550,1.14,20.44 cm³,CSIR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,495,1.16,20.44 cm³,CSIR,HST
NT2170U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,492,1.22,20.44 cm³,CSCR,HST
NT2170UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,ASHRAE,LBP,923,1.27,20.44 cm³,CSCR,HST
NT2170UV,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ASHRAE,LBP,910,1.29,20.44 cm³,CSIR,HST
NT2170UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,ARI 540,LBP,777,1.10,20.44 cm³,CSCR,HST
NT2170UV,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,ARI 540,LBP,771,1.13,20.44 cm³,CSIR,HST
NT2170UV,R-290,60 Hz,3/4,115 V 60 Hz,LBP,EN12900,LBP,553,1.09,20.44 cm³,CSCR,HST
NT2170UV,R-290,60 Hz,3/4,208-230 V 60 Hz,LBP,EN12900,LBP,550,1.15,20.44 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,1018,1.42,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,1004,1.25,17.39 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,978,1.34,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,956,1.11,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,829,1.44,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,ASHRAE,LBP,813,1.30,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,805,1.43,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,793,1.13,17.39 cm³,CSIR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,786,1.31,17.39 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,778,1.11,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,763,0.96,17.39 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,750,1.06,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,732,0.87,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,636,1.14,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,ARI 540,LBP,624,1.03,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,615,0.91,17.39 cm³,CSIR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,614,1.11,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,603,0.97,17.39 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,555,1.11,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,552,1.01,17.39 cm³,CSIR,HST
NT2178GK,R-404A,60 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,536,1.13,17.39 cm³,CSCR,HST
NT2178GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,514,0.84,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,457,0.97,17.39 cm³,CSIR,HST
NT2178GK,R-404A,50 Hz,1,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,451,1.18,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,3/4,100 V 50 Hz / 100 V 60 Hz,LBP,EN12900,LBP,450,1.05,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,431,1.07,17.39 cm³,CSCR,HST
NT2178GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,426,1.02,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1027,1.29,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,1004,1.25,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,956,1.11,17.39 cm³,CSCR,HST
NT2178GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ASHRAE,LBP,793,1.13,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,786,1.01,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,763,0.96,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,732,0.87,17.39 cm³,CSCR,HST
NT2178GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,ARI 540,LBP,615,0.91,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,567,1.08,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,60 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,552,1.01,17.39 cm³,CSIR,HST
NT2178GKV,R-404A,50 Hz,3/4,200-240 V 50 Hz / 230 V 60 Hz,LBP,EN12900,LBP,457,0.97,17.39 cm³,CSIR,HST
NT2180GK,R-404A,60 Hz,1 1/4,115-127 V 60 Hz,LBP,ASHRAE,LBP,1162,1.37,20.44 cm³,CSCR,HST
NT2180GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1134,1.30,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,980,1.34,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,942,1.26,20.44 cm³,CSIR,HST
NT2180GK,R-404A,60 Hz,1 1/4,115-127 V 60 Hz,LBP,ARI 540,LBP,893,1.07,20.44 cm³,CSCR,HST
NT2180GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,879,1.03,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,749,1.06,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,711,0.98,20.44 cm³,CSIR,HST
NT2180GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,633,1.11,20.44 cm³,CSCR,HST
NT2180GK,R-404A,60 Hz,1 1/4,115-127 V 60 Hz,LBP,EN12900,LBP,630,1.12,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,546,1.09,20.44 cm³,CSCR,HST
NT2180GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,508,1.00,20.44 cm³,CSIR,HST
NT2180GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1134,1.30,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,60 Hz,1,115 V 60 Hz,LBP,ASHRAE,LBP,1092,1.24,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,980,1.34,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,942,1.26,20.44 cm³,CSIR,HST
NT2180GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,879,1.03,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,60 Hz,1,115 V 60 Hz,LBP,ARI 540,LBP,839,0.98,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,749,1.06,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,711,0.98,20.44 cm³,CSIR,HST
NT2180GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,633,1.12,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,60 Hz,1,115 V 60 Hz,LBP,EN12900,LBP,586,1.03,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,546,1.09,20.44 cm³,CSCR,HST
NT2180GKV,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,508,1.01,20.44 cm³,CSIR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,929,1.45,22.37 cm³,CSCR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,922,1.33,22.37 cm³,CSIR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,792,1.26,22.37 cm³,CSCR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,784,1.16,22.37 cm³,CSIR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,571,1.25,22.37 cm³,CSCR,HST
NT2180U,R-290,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,557,1.14,22.37 cm³,CSIR,HST
NT2180UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,998,1.31,22.37 cm³,CSCR,HST
NT2180UV,R-290,60 Hz,1,115 V 60 Hz,LBP,ASHRAE,LBP,991,1.26,22.37 cm³,CSCR,HST
NT2180UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,839,1.12,22.37 cm³,CSCR,HST
NT2180UV,R-290,60 Hz,1,115 V 60 Hz,LBP,ARI 540,LBP,834,1.08,22.37 cm³,CSCR,HST
NT2180UV,R-290,60 Hz,1,115 V 60 Hz,LBP,EN12900,LBP,589,1.09,22.37 cm³,CSCR,HST
NT2180UV,R-290,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,583,1.07,22.37 cm³,CSCR,HST
NT2192GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1233,1.40,22.37 cm³,CSCR,HST
NT2192GK,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,ASHRAE,LBP,1207,1.27,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,1076,1.45,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ASHRAE,LBP,1042,1.28,22.37 cm³,CSIR,HST
NT2192GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,947,1.09,22.37 cm³,CSCR,HST
NT2192GK,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,ARI 540,LBP,919,0.99,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,799,1.06,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,ARI 540,LBP,796,1.02,22.37 cm³,CSIR,HST
NT2192GK,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,690,1.22,22.37 cm³,CSCR,HST
NT2192GK,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,EN12900,LBP,650,1.02,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,585,1.10,22.37 cm³,CSCR,HST
NT2192GK,R-404A,50 Hz,1,220-240 V 50 Hz,LBP,EN12900,LBP,577,1.09,22.37 cm³,CSIR,HST
NT2192GKV,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,ASHRAE,LBP,1207,1.27,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ASHRAE,LBP,1205,1.31,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,1076,1.45,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,1042,1.29,22.37 cm³,CSIR,HST
NT2192GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,ARI 540,LBP,927,1.03,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,ARI 540,LBP,919,0.99,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,800,1.06,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,796,1.02,22.37 cm³,CSIR,HST
NT2192GKV,R-404A,60 Hz,1 1/4,115 V 60 Hz,LBP,EN12900,LBP,650,1.02,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,60 Hz,1,208-230 V 60 Hz,LBP,EN12900,LBP,637,1.07,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,EN12900,LBP,586,1.10,22.37 cm³,CSCR,HST
NT2192GKV,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,EN12900,LBP,578,1.09,22.37 cm³,CSIR,HST
NT2210GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ASHRAE,LBP,1291,1.34,26.21 cm³,CSCR,HST
NT2210GK,R-404A,50 Hz,1 1/4,220-240 V 50 Hz,LBP,ARI 540,LBP,975,1.06,26.21 cm³,CSCR,HST
